Tanggal Masuk,No Inventaris,Penyusun,Judul Buku,Penerbit,Kota Terbit,Tahun Terbit,Call Number Klasifikasi,Call Number Penyusun,Call Number Klasifikasi Judul,Asal,Eks,Status
22-05-2023,1001/SMPN3 KDR/2023,MASROKHAH,BERKREASI DENGAN SINGKONG,AZKA PRESS,JAKARTA,2006,581,MAS,BER,DAK203,1,BAIK
22-05-2023,1002/SMPN3 KDR/2023,A. SETIAWAN,"NEWTON,ARCIMEDES,MARCONI DALAM CERITA",MULTAZAM MULIA UTAMA,JAKARTA,2014,508,SET,NEW,DAK203,1,BAIK
22-05-2023,1003/SMPN3 KDR/2023,YUNITA NILA KUSUMA,DINOSAURUS,SKETSA AKSARA LALITYA,JAKARTA,2010,591,YUN,DIN,DAK203,1,BAIK
22-05-2023,1004/SMPN3 KDR/2023,KUSNO WALUYO,BUDI DAYA NANGKA & JAMBU BIJI,EPSILON GRUP,BANDUNG,2008,581,KUS,BUD,DAK203,1,BAIK
22-05-2023,1005/SMPN3 KDR/2023,WONG KOMIK,AIR & HIDROSFER,ELEX MEDIA KOMPUTINDO,JAKARTA,2011,551.2,AIR,WON,DAK203,1,BAIK
22-05-2023,1006/SMPN3 KDR/2023,WIGATI HADI OMEGAWATI,BAGAIMANA HEWAN MEMPERTAHANKAN DIRI,PERMATA EQUATOR,JAKARTA,2008,591.1,BAG,WIG,DAK203,1,BAIK
22-05-2023,1007/SMPN3 KDR/2023,LAURA PURDIE SALAS,HUTAN HUJAN TAMAN HIJAU,ERLANGGA,,2007,580,LAU,HUT,DAK203,1,BAIK
22-05-2023,1010/SMPN3 KDR/2023,SOETRISNO,BUDIDAYA IKAN HIAS,AZKA PRESS,DEMAK,2006,595,SOE,BUD,DAK203,1,BAIK
22-05-2023,1011/SMPN3 KDR/2023,WNZALDI NIRMANSYAH,EFISIENSI ENERGI,INTI MEDIA CIPTANUSANTARA,JAKARTA,2015,531.6,WIN,EFI,DAK203,1,BAIK
22-05-2023,1013/SMPN3 KDR/2023,PURWOKO ADI SENO,MEWASPADAI GEMPA BUMI DAN TSUNAMI,WIDYA DUTA GRAFIKA,,2010,551.22,PUR,MEW,DAK203,1,BAIK
22-05-2023,1014/SMPN3 KDR/2023,INDAH APRIYANTI,SELUK BELUK NANAS DAN PENANAMAN NYA,JASA GRAFIKA INDONESIA,JAKARTA,2007,581,IND,SEL,DAK203,1,BAIK
22-05-2023,1015/SMPN3 KDR/2023,NUGROHO YUWANANTO,AKRAB DENGAN BENCANA ALAM,EMPAT PILAR PENDIDIKAN,YOGYAKARTA,2008,551,NUG,AKR,DAK203,1,BAIK
22-05-2023,1016/SMPN3 KDR/2023,"SINGGIH SASTRADIHARDJA,S.SI ",PRODUK OLAHAN KOTORAN TERNAK,GANECA,JAKARTA,2007,531.8,SIN,PRO,DAK203,1,BAIK
22-05-2023,1017/SMPN3 KDR/2023,RICHARD PLATT,KEHIDUPAN SEHARI-HARI DAN KESEHATAN,GRAFINDO MEDIA PRATAMA,PULOGADUNG,2008,570,RIC,KEH,DAK203,1,BAIK
22-05-2023,1018/SMPN3 KDR/2023,BENI S AMBARJAYA,STUNAMI SANG GELOMBANG PEMBUNUH,KARYA MANDIRI PRATAMA,JAKARTA,2006,551.47,BEN,STU,DAK203,1,BAIK
22-05-2023,1019/SMPN3 KDR/2023,"E. TAKARI, S.PD",KAMUS VISUAL TENTANG TUMBUHAN,EPSILON GRUP,BANDUNG,2007,580,TAK,KAM,DAK203,1,BAIK
22-05-2023,1020/SMPN3 KDR/2023,HADITIYA K,BUMI DAN ALAM SEMESTA,MEDIA KOMUNIKASI,,2007,523.1,HAD,BUM,DAK203,1,BAIK
22-05-2023,1021/SMPN3 KDR/2023,SOEBIYANTO,MANFAAT TANAMAN KERAS INDONESIA,KARYA MANDIRI NUSANTRA,JAKARTA,2008,581.9,SOE,MAN,DAK203,1,BAIK
22-05-2023,1023/SMPN3 KDR/2023,TIM PENULIS SANGGAR MANDIRI,ANAK SEHAT,KARSA MANDIRI,BANDUNG,2007,570,ANK,KAR,DAK203,1,BAIK
22-05-2023,1024/SMPN3 KDR/2023,KUSNO WALUYO,BUDIDAYA IKAN GURAMI,EPSILON GRUP,BANDUNG,2008,581,KUS,BUD,DAK203,1,BAIK
22-05-2023,1025/SMPN3 KDR/2023,ANDRIYATIE POERWANINGSIH,KAMUS ISTILAH BERGAMBAR MATEMATIKA,VIFA NUSANTARA,JAKARTA,2014,510.1,AND,KAM,DAK203,1,BAIK
22-05-2023,1026/SMPN3 KDR/2023,NURUL MAGFIROTUNNISA,BUDIDAYA JAMUR  KENAPA TIDAK,KARYA MANDIRI NUSANTARA,JAKARTA,2008,595,NUR,BUD,DAK203,1,BAIK
22-05-2023,1027/SMPN3 KDR/2023,DEWI YULIANA ASTUTI,PENGETAHUAN TENTANG UDARA,SARANA PANCA KARYA NUSA,,2009,530,DEW,PEN,DAK203,1,BAIK
22-05-2023,1028/SMPN3 KDR/2023,UNANG SUPRATMAN,KIMIA DAN BAHAN BAKAR,NUANSA CITRA GRAFIKA,BANDUNG,2007,541.3,UNA,KIM,DAK203,1,BAIK
22-05-2023,1029/SMPN3 KDR/2023,HASBY LAWRENS,PINTAR FISIKA,BRINGIN 55,,,530.7,HAS,PIN,DAK203,1,BAIK
22-05-2023,1030/SMPN3 KDR/2023,DINA MAYADIANA SUWARNA,KEMAMPUAN BERFIKIR KRITIS MATEMATIKA,CAKRAWALA MAHA KARYA,JAKARTA,2009,510.7,DIN,KEM,DAK203,1,BAIK
22-05-2023,1031/SMPN3 KDR/2023,WENI R. DKK,CAHAYA DI ALAM SEMESTA,MEDIANTARA SEMESTA,JAKARTA,2009,535.3,WEN,CAH,DAK203,1,BAIK
22-05-2023,1032/SMPN3 KDR/2023,ENI ANJAYANI,BADAI DAN ANGIN TOPAN,PERMATA EQUATOR MEDIA,JAKARTA,2008,551.54,ENI,BAD,DAK203,1,BAIK
22-05-2023,1034/SMPN3 KDR/2023,SURYATI,BERJUTA KEAJAIBAN DUNIA TUMBUHAN,EMPAT PILAR PENDIDIKAN,YOGYAKARTA,2008,580,SUR,BER,DAK203,1,BAIK
22-05-2023,1035/SMPN3 KDR/2023,"YOYOK RAHAYU BASUKI, S.PD",DUNIA YANG HILANG,CITRA MALANG,MALANG,2012,570,YOY,DUN,DAK203,1,BAIK
22-05-2023,1036/SMPN3 KDR/2023,ENDAR WISMULYANI,NIKMATNYA KUE DAN ROTI BUATANKU,PERMATA EQUATOR MEDIA,JAKARTA,2008,500,END,NIK,DAK203,1,BAIK
22-05-2023,1037/SMPN3 KDR/2023,MB RAHIMSYAH AR,LEGENDA GUNUNG TINGGI RAJA,SERBA JAYA ,,2010,398,RAH,LEG,DAK203,1,BAIK
22-05-2023,1039/SMPN3 KDR/2023,"SUTEDJO, S.PD",MEMELIHARA IKAN DI KOLAM TADAH HUJAN,AZKA PRESS,JAKARTA,2006,581,SUT,MEM,DAK203,1,BAIK
22-05-2023,1040/SMPN3 KDR/2023,LILIK HASANAH,MEMAHAMI SAINS DI SEKITAR RUMAH,MITRA UTAMA,BANDUNG,2008,507,LIL,MEM,DAK203,1,BAIK
22-05-2023,1041/SMPN3 KDR/2023,MUHAMMAD NAUFAL ZHARIF BAKAR,MENGAMATI KEHIDUPAN FLORA DAN FAUNA,IASHA JAYA,DEPOK,2012,595,MUH,MEN,DAK203,1,BAIK
22-05-2023,1042/SMPN3 KDR/2023,P. HERU SUSILA,BENCANA ALAM HIDROLOGI,PUSTAKA TIGA KELANA,,2009,551.4,HER,BEN,DAK203,1,BAIK
22-05-2023,1043/SMPN3 KDR/2023,AKHMAD ZAMRONI,KEHIDUPAN DI MUKA BUMI,WIDYA DUTA GRAFIKA,,2007,577,AKH,KEH,DAK203,1,BAIK
22-05-2023,1044/SMPN3 KDR/2023,DANIEL KURNIAWAN,MENGGENGGAM MUTIARA DALAM ANGKA,B CHAMPION,JAKARTA,2011,512.7,DAN,MEN,DAK203,1,BAIK
22-05-2023,1045/SMPN3 KDR/2023,BRIAN WILLIAMS,ADA APA DI BUMI ? PETIR,GELORA PRATAMA,,2005,551,BRI,ADA,DAK203,1,BAIK
22-05-2023,1046/SMPN3 KDR/2023,KIM RIN,ASYIK BELAJAR MATEMATIKA,EDU COMICS,JAKARTA,2004,579,KIM,ASY,DAK203,1,BAIK
22-05-2023,1047/SMPN3 KDR/2023,"PROF. DR. DASIM BUDIMANSYAH, M.SI",MODEL PEMBELAJARAN KIMIA,GANESINDO,BANDUNG,2010,540,DAS,MOD,DAK203,1,BAIK
22-05-2023,1049/SMPN3 KDR/2023,ARFAN MUTAQIN,MENGENAL TEKNOLOGI,GRAHA BANDUNG KENCANA,BANDUNG,2007,542.8,ARF,MEN,DAK203,1,BAIK
22-05-2023,1050/SMPN3 KDR/2023,DADAN AHMAD S.,MENGENAL KEHIDUPAN HEWAN,GRAFINDI MEDIA PRATAMA,BANDUNG,2006,590.7,DAD,MEN,DAK203,1,BAIK
22-05-2023,1051/SMPN3 KDR/2023,"DEWINURMAYATI,DKK.",KEHIDUPAN TERUMBU KARANG,REMAJA ROSDAKARYA,BANDUNG,2003,551.48,DEW,KEH,DAK203,1,BAIK
22-05-2023,1052/SMPN3 KDR/2023,DEWI YULIANA ASTUTI,MENJELAJAH LAUTAN,SARANA PANCA KARYA NUSA,,2009,551,DEW,MEN,DAK203,1,BAIK
22-05-2023,1053/SMPN3 KDR/2023,DINAR MUHAMMAD NOOR,MENGENAL ALAM SEMESTA,RIZKY ADITYA,JAKARTA,2015,500,DIN,MEN,DAK203,1,BAIK
22-05-2023,1054/SMPN3 KDR/2023,DIDIK DJUNAEDI,MENENTUKAN POSISI DAN MENGOLAH DATA,GADING INTI PRIMA,JAKARTA,2010,513,DID,MEN,DAK203,1,BAIK
23-05-2023,1059-1060/SMPN3 KDR/2023,KUSNO WALUYO,BUDIDAYA SAPI PERAH DAN SAPI POTONG,EPSILON GRUP,BANDUNG,2008,581,KUS,BUD,DAK203,2,BAIK
23-05-2023,1061/SMPN3 KDR/2023,SALLY HEWIT AND FRANKLIN WATTS,BAHAN KIMIA DI SEKITAR KITA,GADING INTI PRIMA,JAKARTA,2010,542.7,SAL,BAH,DAK203,1,BAIK
23-05-2023,1062/SMPN3 KDR/2023,"MASHUDI,S.PD",BETERNAK KELINCI,AZKA PRESS,JAKARTA,2006,599,MAS,BET,DAK203,1,BAIK
23-05-2023,1063/SMPN3 KDR/2023,SURANTO S. SISWAYA,BETERNAK AYAM CEMANI,WIDYA DUTA GRAFIKA,SOLO,2009,581,SUR,BET,DAK203,1,BAIK
23-05-2023,1064/SMPN3 KDR/2023,META CANDRA SATIA,MEMBASMI HAMA TANAMAN,INTIMEDIA CIPTANUSANTARA,JAKARTA,,595,MET,MEM,DAK203,1,BAIK
23-05-2023,1065/SMPN3 KDR/2023,SUTRISNO,BUDIDAYA LELE KAMPUNG DAN LELE DUMBO,GANECA EXACT,JAKARTA,2007,584,SUT,BUD,DAK203,1,BAIK
23-05-2023,1066/SMPN3 KDR/2023,ALANA FARADIANI ,"AYO, MENGUKUR VOLUME",GRAHA ILMU MULIA,,2009,516.9,ALA,AYO,DAK203,1,BAIK
23-05-2023,1067/SMPN3 KDR/2023,KORRIE L RAMPAN,KELUARGA CUCURBITACEAE,CAKRA MEDIA,JAKARTA,1997,581.1,KOR,KEL,DAK203,1,BAIK
23-05-2023,1068/SMPN3 KDR/2023,SALLY  HEWITT,TANAMAN,GADING INTI PRIMA,JAKARTA,2010,580,SAL,TAN,DAK203,1,BAIK
23-05-2023,1069/SMPN3 KDR/2023,PROF.YOHANES SURYA,CIRI-CIRI DAN KLASIFIKASI MAHLUK HIDUP,KANDEL,TANGERANG,2016,590,YOH,CIR,DAK203,1,BAIK
23-05-2023,1070/SMPN3 KDR/2023,SUE NICHOLSON,SERI INTI SARI ILMU CUACA,ERLANGGA,,2001,525.5,SUE,SER,DAK203,1,BAIK
23-05-2023,1071/SMPN3 KDR/2023,KUSNO WALUYO,BUDIDAYA MANGGIS,EPSILON GROUP,BANDUNG,2008,581,KUS,BUD,DAK203,1,BAIK
23-05-2023,1072/SMPN3 KDR/2023,YRAMA WIDYA,PEDOMAN BERTANAM MANGGA,YRAMA WIDYA,BANDUNG,2008,581,YRA,PED,DAK203,1,BAIK
23-05-2023,1073/SMPN3 KDR/2023,KUSNO WALUYO,BUDI DAYA KAMBING,EPSILON GRUP,BANDUNG,2008,581,KUS,BUD,DAK203,1,BAIK
23-05-2023,1074/SMPN3 KDR/2023,KUSNO WALUYO,BUDIDAYA LELE DUMBO,EPSILON GRUP,BANDUNG,2008,581,KUS,BUD,DAK203,1,BAIK
23-05-2023,1077/SMPN3 KDR/2023,ARI W.PURWANDARI,BUDI DAYA TANAMAN KANGKUNG,GANECA EXACT,JAKARTA,2006,581,ARI,BUD,DAK203,1,BAIK
23-05-2023,1079/SMPN3 KDR/2023,"ELLA YULAELAWAI,PHD ",MENCERDASI BENCANA,GRASINDO,JAKARTA,2008,551.3,ELL,MEN,DAK203,1,BAIK
23-05-2023,1080/SMPN3 KDR/2023,"DRA INDRAWATI, DKK.",PENGENALAN ALAT KIMIA,ARTHA RIVERA,,,502.8,IND,PEN,DAK203,1,BAIK
23-05-2023,1081/SMPN3 KDR/2023,WAWAN ADI,CAHAYA BAGI KEHIDUPAN,PERMATA EQUATOR MEDIA,JAKARTA,2008,535.1,WAW,CAH,DAK203,1,BAIK
23-05-2023,1082/SMPN3 KDR/2023,"L. COLVIN, E.SPEARE",GURUN DAN GUNUNG,GADING INTI PRIMA,JAKARTA,2009,551.43,COL,GUR,DAK203,1,BAIK
23-05-2023,1083/SMPN3 KDR/2023,NUNIK NURYATI,PERUBAHAN PENAMPAKAN BUMI DAN LANGIT,PERMATA EQUATOR,JAKARTA,2008,525,NUN,PER,DAK203,1,BAIK
23-05-2023,1084/SMPN3 KDR/2023,WENI R. DKK,LETUSAN GUNUNG BERAPI,INTAN SEJATI KLATEN,JAKARTA,2009,551.2,WEN,LET,DAK203,1,BAIK
23-05-2023,1085/SMPN3 KDR/2023,M. NARTI FAUZIAH,SERI ANAK PINTAR MEMAHAMI KEHIDUPA DI BUMI,GRAHA BANDUNG KENCANA,,2009,550,NAR,SER,DAK203,1,BAIK
23-05-2023,1086/SMPN3 KDR/2023,ANANG SAEPULOH ,TENAGA ENDOGEN PEMBENTUK BUMI,TATALETAK PUSTAKA PRIMA,BANDUNG,2010,551.3,ANA,TEN,DAK203,1,BAIK
23-05-2023,1087/SMPN3 KDR/2023,WAHYU DANUWIRYA,TUBUH MANUSIA,MEDIA KOMUNIKASI,,2007,574,WAH,TUB,DAK203,1,BAIK
23-05-2023,1088/SMPN3 KDR/2023,SUHERLAN,MANUSIA,PIJAR,TANGERANG,2009,574.4,SUH,MAN,DAK203,1,BAIK
23-05-2023,1089/SMPN3 KDR/2023,M.N. ADZKIYA,PERCOBAAN TERHADAP ZAT,MEGAH JAYA,,2007,500,ADZ,PER,DAK203,1,BAIK
23-05-2023,1090/SMPN3 KDR/2023,SUHERLAN,ENERGI,PIJAR,TANGERANG,2009,531.6,SUH,ENE,DAK203,1,BAIK
23-05-2023,1091/SMPN3 KDR/2023,"SIHABUL MILLA, DKK.",MENGENAL IPA DALAM KEHIDUPAN SEHARI-HARI,ARTHA RIVERA,JAKARTA BARAT,,570,SIH,MEN,DAK203,1,BAIK
23-05-2023,1092/SMPN3 KDR/2023,"SRI RAHMINI,S.PD, DKK.",FISIKA CERIA SERI USAHA DAN DAYA,ARTHA RIVERA,JAKARTA BARAT,,530,SRI,FIS,DAK203,1,BAIK
23-05-2023,1093/SMPN3 KDR/2023,"SRI RAHMINI,S.PD, DKK.",FISIKA CERIAGETARAN DAN GELOMBANG,ARTHA RIVERA,JAKARTA BARAT,,531.3,SRI,FIS,DAK203,1,BAIK
25-05-2023,1094/SMPN3 KDR/2023,"SRI RAHMINI, S.PD, DKK",FISIKA CERIA SERI KEMAGNETAN,ARTHA RIVERA,JAKARTA BARAT,,538,SRI,FIS,DAK203,1,BAIK
25-05-2023,1095/SMPN3 KDR/2023,"SRI RAHMINI, S.PD, DKK",FISIKA CERIA SERI OPTIK GEOMETRI,ARTHA RIVERA,JAKARTA BARAT,,535,SRI,FIS,DAK203,1,BAIK
25-05-2023,1097/SMPN3 KDR/2023,RAMLAN FIRMANSYAH,GERAK DAN ENERGI,MEDIA KOMUNIKASI,,2007,531.6,RAM ,GER,DAK203,1,BAIK
25-05-2023,1098/SMPN3 KDR/2023,HANS JURGEN PRESS,RAHASIA SEHARI-HARI,ANGKASA,BANDUNG,2008,500,HAN,RAH,DAK203,1,BAIK
25-05-2023,1099/SMPN3 KDR/2023,YULIA,BROKOLI SI DOKTER HIJAU,KARYA KITA,JAKARTA,2007,581,YUL,BRO,DAK203,1,BAIK
25-05-2023,1100/SMPN3 KDR/2023,"M. SYAMSUL HIDAYAT,S.PD.",RPAL,APOLLO LESTARI,SURABAYA,,500,SYA,RPA,DAK203,1,BAIK
25-05-2023,1102/SMPN3 KDR/2023,M.ZAKI RAMADHANI,AIR,MEDIA KOMUNIKASI,,2007,553.7,ZAK,AIR,DAK203,1,BAIK
25-05-2023,1103/SMPN3 KDR/2023,ARI WAHYU ARYANDI,MENGUAK KEAJAIBAN ENERGI,SARANA PANCA KARYA NUSA,,2009,531.6,ARI,MEN,DAK203,1,BAIK
25-05-2023,1104/SMPN3 KDR/2023,MUHAMMAD RAMDHAN ADI,MENGENAL KIMIA,SARANA PANCA KARYA NUSA,,2009,540,MUH,MEN,DAK203,1,BAIK
25-05-2023,1105/SMPN3 KDR/2023,ARI WAHYU ARYANDI,MENGENAL SAINS,SARANA PANCA KARYA NUSA,,2009,570,ARI,MEN,DAK203,1,BAIK
25-05-2023,1106-1107/SMPN3 KDR/2023,SURANTO S. SISWAYA,BETERBAK AYAM CEMANI,WIDYA DUTA GRAFIKA,SOLO,2009,581,SUR,BET,DAK203,2,BAIK
25-05-2023,1110-1111/SMPN3 KDR/2023,ABDILLAH,TAMAN DAN HUTAN KOTA,AZKA MULIA MEDIA,JAKARTA,2006,550,ABD,TAM,DAK203,2,BAIK
25-05-2023,1116-1117/SMPN3 KDR/2023,NENO W.,"PETA,DENAH DAN EKOSISTEM",GADING INTI PRIMA,JAKARTA,2010,526,NEN,PET,DAK203,2,BAIK
25-05-2023,1118/SMPN3 KDR/2023,A.MAHARDONO,ANATOMI TUBUH MANUSIA,INTERMASA,JAKARTA,2009,611,MAH,ANA,DAK203,1,BAIK
25-05-2023,1120/SMPN3 KDR/2023,SALLY MORGAN,ENERGI MASA DEPAN,PAKAR RAYA,,2006,680,SAL,ENE,DAK203,1,BAIK
25-05-2023,1121/SMPN3 KDR/2023,ANNA MARTINA,"AKUMAKIN TAHU TENTANG ASTEROID,METEOR,BINTANG,GALAKSI",BINA SUMBER DAYA MIPA,JAKARTA,2010,520,ANN,AKU,DAK203,1,BAIK
25-05-2023,1122/SMPN3 KDR/2023,RICHARD WALKER,SERI PENGETAHUAN GEN DAN DNA,ERLANGGA,LONDON,2003,680,RIC,SER,BOS2013,1,BAIK
26-05-2023,1123/SMPN3 KDR/2023,RASYA.M,BERANEKA RAGAM CACING VERMES,SANDIARTA SUKSES,,2009,639,RAS,BER,DAK203,1,BAIK
26-05-2023,1124/SMPN3 KDR/2023,RIZAL H.,BERMULA DARI MAKANAN,SANDIARTA SUKSES,,2009,612.3,RIZ,BER,DAK203,1,BAIK
26-05-2023,1126/SMPN3 KDR/2023,SETYO HAPSARA,YUK BERTANAM JAGUNG,PERMATA EQUATOR,JAKARTA,2008,633.1,SET,YUK,DAK203,1,BAIK
26-05-2023,1128/SMPN3 KDR/2023,"DEDEN RUFAEDAH,SPD",MEMBUAT JAHE INSTAN SIAP SAJI,PANCA ANUGRAH SAKTI,TANGERANG,2010,641.7,DED,MEM,DAK203,1,BAIK
26-05-2023,1129/SMPN3 KDR/2023,"DRS.VALENTINO BARUS, DKK.",KEANEKARAGAMAN FLORA INDONESIA,LESTARI KIRANATAMA,JAKARTA,2010,635.9,VAL,KEA,DAK203,1,BAIK
26-05-2023,1130/SMPN3 KDR/2023,AGE WIDRO,AYO MEMBUAT NATA DE COCO,PANCA ANUGRAH SAKTI,TANGERANG,2007,664.7,AGE,AYO,DAK203,1,BAIK
26-05-2023,1131-1132/SMPN3 KDR/2023,JOKO WAHYONO,CARA AMPUH MEREBUT HATI MURID,GELORA AKSARA PRATAMA,JAKARTA,2012,600,JOK,CAR,DAK203,2,BAIK
26-05-2023,1133/SMPN3 KDR/2023,NUR SIWI ISMAWATI,YUK MENGOLAH JAMUR,PERMATA EQUATOR MEDIA,JAKARTA,2008,641.3,NUR,YUK,DAK203,1,BAIK
26-05-2023,1134/SMPN3 KDR/2023,NINA SURTIRETNA,MENGENAL MAKANAN DAN KESEHATAN,WAHANA IPTEK,BANDUNG,2006,641.1,NIN,MEN,DAK203,1,BAIK
26-05-2023,1135/SMPN3 KDR/2023,KANDUK SUPATRA,KI GEDE BASUR ANTARA ASMARA DAN ILMU HITAM,EMPAT WARNA KOMUNIKASI,BALI,2006,664,KAN,KIG,DAK203,1,BAIK
26-05-2023,1137/SMPN3 KDR/2023,TEGUH SETIAWAN,GIGI SEHAT SENYUM PUN INDAH,ALBAMA,,2007,611.3,TEG,GIG,DAK203,1,BAIK
26-05-2023,1138/SMPN3 KDR/2023,HARYANI,SERI MASAK PRIMARASA SERI LEBARAN,GAYA VAPORIT PRES,JAKARTA,,641.7,HAR,SER,DAK203,1,BAIK
26-05-2023,1140/SMPN3 KDR/2023,TITIN FITRIANI ,MEMBIASAKAN HIDUP SEHAT,MITRA UTAMA,BANDUNG,2008,613,TIT,MEM,DAK203,1,BAIK
26-05-2023,1141/SMPN3 KDR/2023,RIZAL H.,BERULA DARI MAKANAN,SANDIARTA SUKSES,,2009,612.3,RIZ,BER,DAK203,1,BAIK
26-05-2023,1142/SMPN3 KDR/2023,WARISNO,MUDAH DAN PRAKTIS MEMBUAT NATA DE COCO,AGROMEDIA PUSTAKA,TANGERANG,2004,641.3,WAR,MUD,DAK203,1,BAIK
26-05-2023,1146/SMPN3 KDR/2023,ADE YETI,PENGHIJAUAN MENGURANGI PENCEMARAN,AZKA MULIA MEDIA,,2006,634.96,ADE,PEN,DAK203,1,BAIK
26-05-2023,1147/SMPN3 KDR/2023,KARDONO,"BUDIDAYA DAN MANFAAT BAWANG,MENTIMUN,PARE",ARMANDELTA SELARAS,JAKARTA,2010,633,KAR,BUD,DAK203,1,BAIK
26-05-2023,1149/SMPN3 KDR/2023,ANY SULISTYOWATI,MEMBUAT KRIPIK BUAH DAN SAYUR,PUSPA SWARA,JAKARTA,2010,664.08,ANY,MEM,DAK203,1,BAIK
26-05-2023,1150/SMPN3 KDR/2023,AHMAD SAID,MEMBUAT DAN MENGELOLA MESIN TETAS,DHARMA UTAMA PUBLISHING,JAKARTA,2006,621.8,AHM,MEM,DAK203,1,BAIK
26-05-2023,1151/SMPN3 KDR/2023,IDA AYU SURAYIN,MASAKAN BALI,PARAMITA SURABAYA,SURABAYA,2007,641.3,AYU,MAS,DAK203,1,BAIK
26-05-2023,1152/SMPN3 KDR/2023,KUSNO WALUYO,BUDIDAYA NANGKA DAN JAMBU BIJI,EPSILON GRUP,BANDUNG,2008,581,KUS,BUD,DAK203,1,BAIK
26-05-2023,1153/SMPN3 KDR/2023,GUNTUR NUSANTARA,CETAK SABLON UNTUK PEMULA,PUSPA SWARA,JAKARTA,2010,686.2,GUN,CET,DAK203,1,BAIK
26-05-2023,1154/SMPN3 KDR/2023,SANDRINICHI,MENGAPA AKU HARUS SARAPAN?,PUSPA SWARA,JAKARTA,2011,641.3,SAN,MEN,DAK203,1,BAIK
26-05-2023,1156/SMPN3 KDR/2023,IBNU AHMAD ISMAIL,YUK MEMBUAT PUPUK KANDANG,PERMATA EQUATOR MEDIA,JAKARTA,2008,631.8,IBN,YUK,DAK203,1,BAIK
26-05-2023,1157/SMPN3 KDR/2023,KARDONO,"BUDIDAYA DAN MANFAAT  MENGKUDU,BLUSTRU,CIPLUKAN",ARMANDELTA SELARAS,JAKARTA,2010,633,KAR,BUD,DAK203,1,BAIK
26-05-2023,1158/SMPN3 KDR/2023,TRISMARDANU,YUK BERTANAM TANAMAN KEHUTANAN,PERMATA EQUATOR,JAKARTA,2008,634,TRI,YUK,DAK203,1,BAIK
26-05-2023,1159/SMPN3 KDR/2023,NUR HIDAYATI,YUK BERTANAM PALAWIJA,PERMATA EQUATOR,JAKARTA,2008,635.6,NUR,YUK,DAK203,1,BAIK
26-05-2023,1160/SMPN3 KDR/2023,ERWAN NUGRAHA,PERSIAPAN MEMBUKA USAHA KECIL YANG MENGHASILKAN,GANECA EXACT,JAKARTA,2007,680,ERW,PER,DAK203,1,BAIK
26-05-2023,1161/SMPN3 KDR/2023,SITI ROHCHANI,BERTERNAK DOMBA,AZKA PRESS,JAKARTA,2006,636.3,SIT,BER,DAK203,1,BAIK
26-05-2023,1162/SMPN3 KDR/2023,EKA PURWANINGSIH,KERUPUK DARI NASI AKING ( GENDAR ),AZKA PRESS,JAKARTA,2006,641,EKA,KER,DAK203,1,BAIK
26-05-2023,1163/SMPN3 KDR/2023,VINA DWI LANING,MENGOLAH KETELA POHON MUDAH MURAH DAN MERAH,PERMATA EQUATOR MEDIA,JAKARTA,2008,641.3,VIN,MEN,DAK203,1,BAIK
26-05-2023,1164/SMPN3 KDR/2023,AGUS ISKANDAR,DAUR ULANG SAMPAH,AZKA PRESS,JAKARTA,2006,628.4,AGU,DAU,DAK203,1,BAIK
26-05-2023,1165/SMPN3 KDR/2023,EDI WARSIDI,BAHAYA DAN PENCEGAHAN DBD,MITRA UTAMA,BEKASI,2009,616.9,EDI,BAH,DAK203,1,BAIK
26-05-2023,1166/SMPN3 KDR/2023,MASHUDI,BETERNAK SAPI PEDAGING,AZKA PRESS,JAKARTA,2006,636.2,MAS,BET,DAK203,1,BAIK
26-05-2023,1167/SMPN3 KDR/2023,EDDI SUKARDI,MEMBUAT BAHAN BANGUNAN DARI SAMPAH,PUSPA SWARA,JAKARTA,2010,628.4,EDD,MEM,DAK203,1,BAIK
26-05-2023,1168/SMPN3 KDR/2023,TANTI SETIAWATI,MENGENAL JAHE DAN KHASIATNYA,KARYA MANDIRI PRATAMA,JAKARTA,2007,641.1,TAN,MEN,DAK203,1,BAIK
26-05-2023,1169/SMPN3 KDR/2023,AMIN SUPRIHATINI,BERAS LEBIH BERASA,PERMATA EQUATOR MEDIA,JAKARTA,2008,641.6,AMI,BER,DAK203,1,BAIK
26-05-2023,1170/SMPN3 KDR/2023,TIM CAHAYA,PELUANG BISNIS UNTUK PELAJAR,NOBEL EDUMEDIA,JAKARTA,2008,638,TIM,PEL,DAK203,1,BAIK
26-05-2023,1171SMPN3 KDR/2023,AJAR PERMONO,SAMPO MOBIL DAN MOTOR,PUSPA SWARA,JAKARTA,2010,668,AJA,SAM,DAK203,1,BAIK
26-05-2023,1174/SMPN3 KDR/2023,AGE WIDRO,SI LEMBUT YANG BERGIZI,PANCA ANUGRAH SAKTI,TANGERANG,2006,664.02,AGE,SIL,DAK203,1,BAIK
26-05-2023,1175/SMPN3 KDR/2023,"DRA . INDRAWATI,DKK",BAHAN KIMIA OBAT,ARTHA RIVERA,BANDUNG,2008,660.2,IND,BAH,DAK203,1,BAIK
26-05-2023,1176/SMPN3 KDR/2023,AMBARINI KARTOHADIPRODJO,25 RESEP DESSERT POPULER,ERLANGGA ,,2013,641,AMB,RES,DAK203,1,BAIK
